,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,6_J,2o,74.11,3.45,22.44
1,6_Q,2o,74.11,3.85,22.04
2,2_6,2o,74.04,3.97,21.99
3,6_Q,1o,73.63,3.99,22.38
4,6_J,1o,73.63,3.58,22.79
5,2_6,1o,73.56,4.08,22.35
6,6_T,2o,72.68,3.34,23.98
7,3_6,2o,72.48,3.83,23.69
8,6_T,1o,72.18,3.49,24.33
9,3_6,1o,71.98,3.98,24.05
10,6_9,2o,71.36,3.24,25.4
11,4_6,2o,70.93,3.7,25.37
12,6_9,1o,70.82,3.41,25.78
13,4_6,1o,70.39,3.88,25.73
14,6_8,2o,70.36,3.14,26.5
15,6_J,sdifferent,69.8,3.35,26.86
16,6_Q,sdifferent,69.79,3.72,26.49
17,6_8,1o,69.78,3.33,26.89
18,2_6,sdifferent,69.77,3.81,26.42
19,5_6,2o,69.39,3.57,27.04
20,6_7,2o,68.94,3.03,28.02
21,5_6,1o,68.82,3.77,27.41
22,6_T,sdifferent,68.48,3.26,28.26
23,6_7,1o,68.35,3.23,28.41
24,3_6,sdifferent,68.32,3.71,27.97
25,2_3,2o,67.35,0.79,31.86
26,6_9,sdifferent,67.24,3.19,29.58
27,2_4,2o,67.13,0.77,32.1
28,2_5,2o,66.98,0.75,32.27
29,2_3,1o,66.92,0.85,32.24
30,2_3,1o,66.9,0.83,32.27
31,4_6,sdifferent,66.87,3.62,29.51
32,2_4,1o,66.71,0.84,32.45
33,2_4,1o,66.68,0.81,32.51
34,2_3,ssame,66.6,0.88,32.52
35,2_5,1o,66.56,0.83,32.61
36,2_5,1o,66.52,0.79,32.69
37,2_4,ssame,66.39,0.87,32.74
38,6_8,sdifferent,66.29,3.11,30.6
39,2_5,ssame,66.23,0.86,32.9
40,2_7,2o,66.09,0.7,33.21
41,3_8,2o,66.01,0.68,33.3
42,2_Q,2o,65.88,0.71,33.41
43,2_8,2o,65.86,0.7,33.43
44,3_4,2o,65.72,0.74,33.54
45,3_Q,2o,65.69,0.68,33.62
46,2_7,1o,65.61,0.74,33.65
47,4_Q,2o,65.57,0.66,33.77
48,3_5,2o,65.57,0.72,33.71
49,3_8,1o,65.55,0.74,33.72
50,4_9,2o,65.54,0.66,33.81
51,2_7,1o,65.54,0.79,33.67
52,2_9,2o,65.51,0.7,33.78
53,2_J,2o,65.48,0.71,33.81
54,5_Q,2o,65.45,0.64,33.91
55,3_8,1o,65.45,0.77,33.78
56,2_T,2o,65.44,0.7,33.86
57,5_6,sdifferent,65.43,3.52,31.05
58,2_Q,1o,65.4,0.75,33.85
59,2_8,1o,65.38,0.74,33.88
60,3_9,2o,65.33,0.67,34.0
61,5_T,2o,65.31,0.64,34.05
62,2_Q,1o,65.3,0.79,33.91
63,2_8,1o,65.3,0.79,33.91
64,3_J,2o,65.29,0.68,34.02
65,3_4,1o,65.27,0.81,33.92
66,3_T,2o,65.26,0.67,34.07
67,2_7,ssame,65.26,0.82,33.92
68,3_4,1o,65.25,0.8,33.95
69,3_Q,1o,65.22,0.74,34.04
70,4_J,2o,65.17,0.66,34.17
71,3_8,ssame,65.17,0.82,34.0
72,4_T,2o,65.13,0.65,34.22
73,3_5,1o,65.12,0.8,34.08
74,4_Q,1o,65.11,0.73,34.17
75,3_Q,1o,65.11,0.76,34.13
76,3_5,1o,65.09,0.78,34.13
77,4_9,1o,65.07,0.73,34.2
78,5_J,2o,65.05,0.64,34.31
79,2_9,1o,65.03,0.74,34.24
80,2_8,ssame,65.01,0.82,34.17
81,2_Q,ssame,65.01,0.83,34.16
82,5_Q,1o,65.0,0.72,34.29
83,6_7,sdifferent,64.99,3.03,31.99
84,2_J,1o,64.99,0.75,34.26
85,4_Q,1o,64.98,0.74,34.28
86,4_9,1o,64.96,0.74,34.29
87,2_T,1o,64.95,0.74,34.31
88,2_9,1o,64.94,0.79,34.27
89,3_4,ssame,64.91,0.87,34.22
90,2_J,1o,64.89,0.8,34.32
91,2_T,1o,64.87,0.79,34.35
92,5_Q,1o,64.86,0.72,34.42
93,5_T,1o,64.85,0.72,34.43
94,3_9,1o,64.85,0.73,34.42
95,3_7,2o,64.85,0.68,34.47
96,3_Q,ssame,64.83,0.82,34.35
97,3_J,1o,64.81,0.74,34.45
98,4_8,2o,64.79,0.66,34.55
99,3_T,1o,64.78,0.73,34.49
100,3_5,ssame,64.76,0.86,34.39
101,3_9,1o,64.75,0.76,34.49
102,5_T,1o,64.73,0.73,34.55
103,4_Q,ssame,64.71,0.81,34.48
104,4_J,1o,64.7,0.73,34.58
105,3_J,1o,64.7,0.77,34.54
106,4_9,ssame,64.69,0.81,34.5
107,3_T,1o,64.68,0.76,34.56
108,4_T,1o,64.66,0.72,34.62
109,2_9,ssame,64.64,0.82,34.54
110,5_Q,ssame,64.6,0.8,34.6
111,2_J,ssame,64.59,0.83,34.58
112,5_J,1o,64.59,0.72,34.7
113,2_T,ssame,64.57,0.82,34.61
114,4_J,1o,64.57,0.74,34.69
115,4_T,1o,64.55,0.73,34.71
116,3_9,ssame,64.46,0.81,34.73
117,5_T,ssame,64.46,0.8,34.74
118,5_J,1o,64.45,0.72,34.83
119,3_J,ssame,64.41,0.82,34.77
120,3_T,ssame,64.39,0.81,34.8
121,3_7,1o,64.36,0.73,34.91
122,5_9,2o,64.31,0.64,35.04
123,4_8,1o,64.3,0.73,34.97
124,3_7,1o,64.29,0.76,34.95
125,4_J,ssame,64.29,0.81,34.9
126,4_T,ssame,64.27,0.8,34.93
127,4_8,1o,64.2,0.75,35.05
128,5_J,ssame,64.18,0.8,35.02
129,4_5,2o,64.16,0.7,35.14
130,3_7,ssame,63.97,0.82,35.21
131,4_8,ssame,63.9,0.81,35.29
132,5_9,1o,63.83,0.72,35.45
133,5_9,1o,63.71,0.73,35.56
134,4_5,1o,63.68,0.78,35.54
135,4_5,1o,63.66,0.77,35.57
136,4_7,2o,63.63,0.66,35.72
137,5_8,2o,63.56,0.65,35.79
138,5_9,ssame,63.42,0.8,35.78
