,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_9,2o,72.17,5.41,22.42
1,4_T,2o,72.06,5.86,22.09
2,4_9,1o,71.69,5.57,22.74
3,4_T,1o,71.59,6.02,22.39
4,4_8,2o,70.8,5.32,23.88
5,2_4,2o,70.56,5.95,23.49
6,4_8,1o,70.28,5.49,24.23
7,2_4,1o,70.04,6.11,23.86
8,4_7,2o,69.49,5.22,25.29
9,3_4,2o,69.02,5.79,25.19
10,4_7,1o,68.93,5.4,25.66
11,4_6,2o,68.49,5.12,26.38
12,3_4,1o,68.47,5.99,25.55
13,4_9,sdifferent,67.92,5.25,26.82
14,4_6,1o,67.91,5.32,26.76
15,4_T,sdifferent,67.83,5.66,26.5
16,2_3,2o,66.86,1.46,31.68
17,4_5,2o,66.72,5.43,27.85
18,4_8,sdifferent,66.64,5.18,28.18
19,2_4,sdifferent,66.44,5.76,27.8
20,2_3,1o,66.44,1.52,32.04
21,2_3,1o,66.42,1.5,32.08
22,2_3,ssame,66.17,1.56,32.27
23,4_5,1o,66.11,5.66,28.23
24,2_7,2o,65.53,1.39,33.08
25,4_7,sdifferent,65.41,5.1,29.49
26,2_T,2o,65.34,1.39,33.28
27,3_8,2o,65.28,1.36,33.36
28,3_T,2o,65.21,1.36,33.44
29,2_8,2o,65.12,1.38,33.5
30,2_7,1o,65.08,1.43,33.5
31,2_9,2o,65.06,1.37,33.57
32,3_4,sdifferent,65.01,5.65,29.34
33,2_7,1o,64.97,1.47,33.55
34,3_9,2o,64.93,1.35,33.73
35,2_T,1o,64.88,1.43,33.7
36,3_8,1o,64.83,1.41,33.76
37,2_T,1o,64.79,1.47,33.73
38,2_6,2o,64.79,1.39,33.81
39,3_T,1o,64.75,1.42,33.83
40,3_8,1o,64.72,1.44,33.84
41,2_7,ssame,64.71,1.51,33.78
42,2_8,1o,64.66,1.41,33.93
43,3_T,1o,64.66,1.44,33.9
44,2_9,1o,64.59,1.41,34.0
45,2_8,1o,64.55,1.46,33.99
46,2_T,ssame,64.52,1.51,33.97
47,2_9,1o,64.49,1.46,34.05
48,4_6,sdifferent,64.48,5.03,30.49
49,3_9,1o,64.47,1.4,34.13
50,3_8,ssame,64.45,1.5,34.05
51,3_T,ssame,64.39,1.5,34.11
52,3_9,1o,64.35,1.43,34.21
