,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,4_Q,2o,74.41,3.52,22.07
1,4_J,2o,74.06,3.51,22.43
2,4_Q,1o,73.94,3.65,22.41
3,4_9,2o,73.83,3.1,23.06
4,4_T,2o,73.72,3.5,22.79
5,4_J,1o,73.58,3.64,22.78
6,4_9,1o,73.33,3.23,23.44
7,4_T,1o,73.23,3.63,23.14
8,2_4,2o,72.93,3.5,23.57
9,4_8,2o,72.83,3.0,24.17
10,2_4,1o,72.44,3.62,23.94
11,4_8,1o,72.3,3.15,24.56
12,4_7,2o,71.42,2.9,25.69
13,3_4,2o,71.38,3.36,25.26
14,4_7,1o,70.86,3.06,26.08
15,3_4,1o,70.85,3.52,25.63
16,4_6,2o,70.37,2.8,26.83
17,4_Q,sdifferent,70.07,3.4,26.53
18,4_6,1o,69.8,2.98,27.22
19,4_J,sdifferent,69.75,3.39,26.86
20,4_9,sdifferent,69.53,3.02,27.45
21,4_T,sdifferent,69.44,3.39,27.18
22,4_5,2o,68.95,3.13,27.93
23,2_4,sdifferent,68.74,3.39,27.87
24,4_8,sdifferent,68.59,2.94,28.47
25,4_5,1o,68.36,3.32,28.32
26,2_3,2o,67.32,0.85,31.83
27,3_4,sdifferent,67.29,3.29,29.42
28,4_7,sdifferent,67.28,2.86,29.86
29,2_3,1o,66.89,0.9,32.2
30,2_3,1o,66.88,0.88,32.24
31,2_3,ssame,66.62,0.94,32.44
32,4_6,sdifferent,66.31,2.79,30.9
33,2_Q,2o,65.98,0.77,33.26
34,3_Q,2o,65.85,0.74,33.42
35,2_7,2o,65.78,0.75,33.47
36,2_J,2o,65.67,0.75,33.58
37,3_8,2o,65.66,0.73,33.6
38,3_J,2o,65.54,0.72,33.74
39,2_Q,1o,65.51,0.8,33.68
40,2_8,2o,65.5,0.75,33.75
41,2_Q,1o,65.4,0.85,33.75
42,3_Q,1o,65.39,0.79,33.81
43,2_T,2o,65.36,0.74,33.9
44,2_7,1o,65.31,0.79,33.9
45,3_Q,1o,65.26,0.82,33.92
46,3_T,2o,65.23,0.71,34.06
47,3_8,1o,65.21,0.79,34.0
48,2_J,1o,65.2,0.79,34.01
49,2_7,1o,65.19,0.84,33.97
50,2_Q,ssame,65.12,0.89,33.99
51,2_9,2o,65.11,0.75,34.14
52,2_J,1o,65.08,0.84,34.08
53,3_J,1o,65.08,0.78,34.14
54,3_8,1o,65.06,0.82,34.12
55,2_8,1o,65.03,0.79,34.18
56,3_Q,ssame,65.0,0.88,34.13
57,4_5,sdifferent,65.0,3.1,31.9
58,3_9,2o,64.98,0.72,34.3
59,2_6,2o,64.94,0.76,34.3
60,3_J,1o,64.94,0.81,34.25
61,2_7,ssame,64.92,0.88,34.21
62,2_8,1o,64.89,0.84,34.27
63,2_T,1o,64.89,0.78,34.33
64,2_J,ssame,64.8,0.88,34.32
65,3_8,ssame,64.79,0.88,34.33
66,2_T,1o,64.77,0.83,34.41
67,3_T,1o,64.76,0.77,34.47
68,3_J,ssame,64.67,0.87,34.46
69,3_T,1o,64.63,0.8,34.57
70,2_9,1o,64.63,0.79,34.58
71,2_8,ssame,64.61,0.88,34.51
