,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_T,2o,72.77,5.1,22.13
1,2_9,2o,72.53,5.05,22.42
2,2_7,2o,72.37,4.65,22.98
3,2_T,1o,72.31,5.24,22.44
4,2_8,2o,72.24,5.05,22.71
5,2_9,1o,72.05,5.2,22.75
6,2_7,1o,71.86,4.79,23.35
7,2_8,1o,71.74,5.2,23.06
8,2_6,2o,71.38,4.56,24.06
9,2_6,1o,70.84,4.71,24.45
10,2_3,2o,70.41,4.92,24.67
11,2_4,2o,70.0,4.89,25.11
12,2_3,1o,69.87,5.07,25.06
13,2_5,2o,69.6,4.87,25.53
14,2_4,1o,69.45,5.06,25.49
15,2_5,1o,69.03,5.05,25.92
16,2_T,sdifferent,68.49,4.94,26.58
17,2_9,sdifferent,68.25,4.89,26.86
18,2_7,sdifferent,68.08,4.52,27.39
19,2_8,sdifferent,67.98,4.89,27.14
20,2_6,sdifferent,67.15,4.45,28.4
21,2_3,sdifferent,66.26,4.79,28.94
22,2_4,sdifferent,65.88,4.77,29.35
23,2_5,sdifferent,65.51,4.75,29.74
24,3_T,2o,61.45,1.38,37.18
25,3_8,2o,61.36,1.37,37.27
26,3_9,2o,61.26,1.35,37.39
27,4_9,2o,61.21,1.34,37.45
28,4_T,2o,61.08,1.35,37.57
29,3_T,1o,60.81,1.46,37.72
30,3_T,1o,60.79,1.44,37.77
31,3_8,1o,60.71,1.42,37.87
32,3_8,1o,60.69,1.45,37.85
33,3_9,1o,60.6,1.41,37.99
34,3_9,1o,60.6,1.44,37.96
35,4_9,1o,60.55,1.43,38.02
36,4_9,1o,60.55,1.41,38.04
37,4_T,1o,60.44,1.44,38.12
38,4_T,1o,60.42,1.43,38.16
39,3_T,ssame,60.35,1.52,38.13
40,3_8,ssame,60.23,1.51,38.26
41,5_T,2o,60.21,2.17,37.61
42,3_9,ssame,60.13,1.5,38.37
43,4_8,2o,60.11,1.34,38.54
44,4_9,ssame,60.08,1.5,38.42
45,3_7,2o,59.98,1.38,38.65
46,4_T,ssame,59.97,1.51,38.52
47,5_9,2o,59.97,1.32,38.71
48,3_6,2o,59.66,1.38,38.96
49,5_T,1o,59.57,2.27,38.17
50,5_T,1o,59.53,2.26,38.21
51,4_8,1o,59.44,1.41,39.15
52,4_8,1o,59.43,1.43,39.14
53,5_9,1o,59.29,1.41,39.3
54,3_7,1o,59.28,1.43,39.28
55,5_9,1o,59.28,1.4,39.32
56,3_7,1o,59.27,1.46,39.27
57,5_T,ssame,59.08,2.36,38.57
58,3_6,1o,58.98,1.44,39.58
59,3_6,1o,58.95,1.47,39.59
60,4_8,ssame,58.89,1.5,39.61
61,5_8,2o,58.87,1.32,39.8
62,3_4,2o,58.79,1.43,39.78
63,5_9,ssame,58.74,1.49,39.77
64,4_7,2o,58.73,1.35,39.92
65,3_7,ssame,58.72,1.52,39.76
66,3_5,2o,58.43,1.41,40.17
67,4_6,2o,58.41,1.36,40.23
68,3_6,ssame,58.4,1.52,40.08
69,5_8,1o,58.17,1.41,40.43
70,5_8,1o,58.16,1.41,40.42
71,3_4,1o,58.09,1.49,40.43
72,3_4,1o,58.08,1.5,40.41
73,4_7,1o,58.01,1.43,40.56
74,4_7,1o,58.0,1.44,40.56
75,6_9,2o,57.98,2.08,39.94
76,6_8,2o,57.73,1.29,40.98
77,3_5,1o,57.72,1.47,40.82
78,3_5,1o,57.71,1.49,40.8
79,4_6,1o,57.7,1.43,40.87
80,4_6,1o,57.68,1.44,40.88
81,6_T,2o,57.68,2.69,39.63
82,3_T,sdifferent,57.6,1.35,41.04
83,5_8,ssame,57.55,1.49,40.96
84,3_4,ssame,57.51,1.56,40.93
85,3_8,sdifferent,57.5,1.34,41.15
86,5_7,2o,57.49,1.33,41.18
87,3_9,sdifferent,57.41,1.33,41.25
88,4_7,ssame,57.37,1.51,41.12
89,4_9,sdifferent,57.37,1.33,41.3
90,6_9,1o,57.28,2.17,40.54
