,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,5_9,2o,69.21,7.22,23.57
1,2_5,2o,68.76,7.78,23.46
2,5_9,1o,68.71,7.4,23.89
3,2_5,1o,68.21,7.97,23.82
4,5_8,2o,67.89,7.08,25.04
5,5_8,1o,67.35,7.27,25.38
6,3_5,2o,67.23,7.62,25.16
7,3_5,1o,66.65,7.84,25.51
8,5_7,2o,66.57,6.98,26.45
9,2_3,2o,66.35,2.05,31.6
10,2_4,2o,66.18,2.03,31.79
11,5_7,1o,66.0,7.19,26.81
12,2_3,1o,65.93,2.11,31.96
13,2_3,1o,65.91,2.09,32.0
14,2_4,1o,65.77,2.1,32.12
15,2_4,1o,65.74,2.07,32.19
16,4_5,2o,65.7,7.46,26.84
17,2_3,ssame,65.66,2.15,32.19
18,5_6,2o,65.58,6.89,27.53
19,2_4,ssame,65.5,2.14,32.35
20,2_7,2o,65.25,1.98,32.77
21,5_9,sdifferent,65.13,7.0,27.87
22,3_8,2o,65.09,1.95,32.97
23,4_5,1o,65.09,7.71,27.2
24,5_6,1o,64.98,7.11,27.91
25,4_9,2o,64.92,1.94,33.14
26,2_8,2o,64.89,1.97,33.15
27,2_9,2o,64.84,1.99,33.17
28,2_7,1o,64.79,2.02,33.19
29,3_4,2o,64.78,2.0,33.22
30,2_5,sdifferent,64.71,7.52,27.77
31,2_7,1o,64.71,2.07,33.22
32,3_9,2o,64.71,1.96,33.33
33,3_8,1o,64.64,2.01,33.35
34,3_8,1o,64.55,2.03,33.42
35,4_9,1o,64.48,2.02,33.5
36,2_7,ssame,64.45,2.11,33.45
37,2_8,1o,64.42,2.01,33.57
38,2_9,1o,64.38,2.03,33.59
39,4_9,1o,64.37,2.03,33.59
40,2_8,1o,64.34,2.05,33.6
41,3_4,1o,64.33,2.08,33.6
42,3_4,1o,64.31,2.06,33.63
43,2_9,1o,64.3,2.07,33.63
44,3_8,ssame,64.29,2.09,33.62
45,3_9,1o,64.26,2.02,33.72
46,2_6,2o,64.22,1.98,33.79
47,3_9,1o,64.16,2.04,33.79
48,4_9,ssame,64.13,2.1,33.77
49,2_8,ssame,64.07,2.1,33.84
50,3_4,ssame,64.03,2.14,33.84
51,2_9,ssame,64.02,2.12,33.86
52,3_7,2o,64.01,1.95,34.03
53,3_9,ssame,63.9,2.11,34.0
54,5_8,sdifferent,63.9,6.88,29.23
55,4_8,2o,63.86,1.93,34.21
56,2_6,1o,63.74,2.02,34.24
57,2_6,1o,63.67,2.07,34.26
58,3_7,1o,63.54,2.01,34.45
59,3_7,1o,63.46,2.04,34.51
60,4_8,1o,63.4,2.0,34.61
61,2_6,ssame,63.37,2.11,34.52
62,4_8,1o,63.3,2.01,34.69
63,3_5,sdifferent,63.28,7.4,29.31
64,3_7,ssame,63.16,2.1,34.74
65,4_8,ssame,63.01,2.09,34.9
66,3_6,2o,62.99,1.96,35.05
67,4_7,2o,62.79,1.93,35.28
68,5_7,sdifferent,62.67,6.8,30.53
69,3_6,1o,62.49,2.02,35.5
70,3_6,1o,62.41,2.04,35.55
71,2_3,sdifferent,62.38,1.96,35.66
72,4_7,1o,62.3,2.0,35.7
73,2_4,sdifferent,62.24,1.94,35.82
74,4_7,1o,62.2,2.02,35.78
75,3_6,ssame,62.09,2.1,35.82
76,4_7,ssame,61.89,2.09,36.03
77,4_5,sdifferent,61.86,7.28,30.85
78,4_6,2o,61.76,1.94,36.3
79,5_6,sdifferent,61.74,6.73,31.54
80,2_7,sdifferent,61.26,1.89,36.85
81,4_6,1o,61.24,2.01,36.75
82,4_6,1o,61.16,2.02,36.82
83,3_8,sdifferent,61.11,1.88,37.0
84,4_9,sdifferent,60.97,1.89,37.14
85,3_4,sdifferent,60.93,1.93,37.14
86,2_8,sdifferent,60.92,1.88,37.2
87,2_9,sdifferent,60.88,1.9,37.22
88,4_6,ssame,60.81,2.09,37.1
89,3_9,sdifferent,60.77,1.89,37.34
90,2_6,sdifferent,60.3,1.89,37.8
91,3_7,sdifferent,60.12,1.88,38.0
92,4_8,sdifferent,59.98,1.87,38.14
93,3_6,sdifferent,59.17,1.89,38.95
94,4_7,sdifferent,58.99,1.88,39.14
95,6_8,2o,58.34,1.88,39.78
96,4_6,sdifferent,58.03,1.88,40.09
97,6_8,1o,57.66,1.96,40.38
98,6_8,1o,57.66,1.96,40.38
99,6_7,2o,57.49,1.88,40.63
100,6_8,ssame,57.15,2.04,40.81
101,6_9,2o,56.93,4.18,38.88
102,6_7,1o,56.79,1.97,41.25
103,6_7,1o,56.79,1.96,41.25
104,6_9,1o,56.25,4.29,39.46
105,6_9,1o,56.25,4.29,39.47
106,6_7,ssame,56.25,2.05,41.7
107,6_9,ssame,55.74,4.39,39.87
108,7_8,2o,54.76,4.09,41.15
109,6_8,sdifferent,54.75,1.84,43.42
110,7_8,1o,54.03,4.19,41.78
111,7_8,1o,54.02,4.19,41.79
112,6_7,sdifferent,53.96,1.84,44.2
113,7_9,2o,53.76,3.78,42.46
