,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_7,2o,70.15,2.83,27.02
1,2_8,2o,70.06,9.75,20.19
2,2_7,1o,70.0,2.92,27.08
3,3_8,2o,69.98,9.68,20.34
4,4_8,2o,69.9,9.63,20.47
5,2_7,ssame,69.84,2.97,27.2
6,2_7,1o,69.83,2.88,27.3
7,2_8,1o,69.6,9.93,20.47
8,3_8,1o,69.51,9.88,20.61
9,4_8,1o,69.43,9.84,20.74
10,3_7,2o,68.85,2.81,28.33
11,3_7,1o,68.69,2.9,28.41
12,2_6,2o,68.56,2.77,28.67
13,3_7,1o,68.51,2.88,28.61
14,3_7,ssame,68.45,2.97,28.59
15,2_6,1o,68.32,2.86,28.82
16,2_6,1o,68.21,2.82,28.97
17,2_6,ssame,68.1,2.91,29.0
18,5_8,2o,68.02,9.5,22.49
19,6_8,2o,67.67,9.35,22.98
20,4_7,2o,67.63,2.8,29.57
21,5_8,1o,67.56,9.72,22.72
22,7_8,2o,67.48,9.37,23.15
23,4_7,1o,67.44,2.89,29.67
24,3_6,2o,67.32,2.75,29.93
25,6_8,1o,67.26,9.57,23.16
26,4_7,1o,67.25,2.88,29.87
27,4_7,ssame,67.17,2.96,29.86
28,7_8,1o,67.13,9.6,23.27
29,3_6,1o,67.06,2.84,30.09
30,2_3,2o,66.95,2.83,30.22
31,3_6,1o,66.95,2.82,30.23
32,2_4,2o,66.91,2.81,30.28
33,3_4,2o,66.86,2.8,30.34
34,3_6,ssame,66.76,2.9,30.34
35,2_5,2o,66.66,2.8,30.55
36,2_3,1o,66.59,2.89,30.52
37,2_3,1o,66.59,2.88,30.54
38,2_4,1o,66.54,2.86,30.6
39,2_4,1o,66.53,2.89,30.57
40,3_4,1o,66.49,2.86,30.65
41,3_4,1o,66.49,2.87,30.64
42,5_7,2o,66.33,2.79,30.88
43,2_5,1o,66.33,2.89,30.79
44,2_3,ssame,66.3,2.94,30.76
45,2_5,1o,66.28,2.85,30.87
46,2_4,ssame,66.25,2.94,30.81
47,3_4,ssame,66.2,2.94,30.86
48,4_6,2o,66.13,2.74,31.13
49,5_7,1o,66.09,2.87,31.04
50,2_7,sdifferent,66.04,2.68,31.27
51,2_5,ssame,66.03,2.93,31.04
52,5_7,1o,65.97,2.87,31.16
53,2_8,sdifferent,65.91,9.37,24.72
54,4_6,1o,65.86,2.83,31.31
55,3_8,sdifferent,65.82,9.33,24.85
56,5_7,ssame,65.81,2.96,31.23
57,4_8,sdifferent,65.75,9.29,24.97
58,4_6,1o,65.73,2.82,31.45
59,3_5,2o,65.69,2.78,31.53
60,6_7,2o,65.62,2.74,31.64
61,4_6,ssame,65.53,2.9,31.57
62,3_5,1o,65.35,2.87,31.78
63,6_7,1o,65.35,2.82,31.83
64,3_5,1o,65.3,2.85,31.86
65,6_7,1o,65.28,2.82,31.89
66,6_7,ssame,65.08,2.91,32.02
67,3_5,ssame,64.98,2.93,32.09
68,3_7,sdifferent,64.85,2.68,32.46
69,5_6,2o,64.83,2.73,32.44
70,4_5,2o,64.76,2.77,32.48
71,2_6,sdifferent,64.54,2.63,32.83
72,5_6,1o,64.51,2.81,32.68
73,5_6,1o,64.44,2.81,32.74
74,4_5,1o,64.4,2.85,32.74
75,4_5,1o,64.34,2.85,32.82
76,5_6,ssame,64.17,2.9,32.94
