,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_3,2o,53.18,18.97,27.85
1,2_3,1o,52.82,19.2,27.98
2,2_3,1o,52.76,19.18,28.06
3,2_3,ssame,52.51,19.42,28.07
4,2_3,sdifferent,50.43,17.55,32.02
5,2_2,2o,49.72,3.47,46.81
6,2_2,1o,49.48,3.51,47.01
7,3_3,2o,48.87,2.85,48.28
8,3_3,1o,48.65,2.91,48.44
9,2_K,2o,47.86,0.8,51.34
10,2_Q,2o,47.78,1.04,51.18
11,2_J,2o,47.7,1.41,50.89
12,2_7,2o,47.45,7.75,44.81
13,2_K,1o,47.33,0.84,51.83
14,2_T,2o,47.29,2.01,50.7
15,2_8,2o,47.27,4.84,47.89
16,3_K,2o,47.26,0.77,51.97
17,2_Q,1o,47.25,1.08,51.68
18,3_Q,2o,47.18,1.02,51.81
19,2_J,1o,47.16,1.45,51.39
20,3_J,2o,47.09,1.39,51.52
21,2_9,2o,47.05,3.09,49.86
22,2_A,2o,46.96,0.59,52.45
23,2_7,1o,46.92,7.83,45.25
24,3_8,2o,46.91,4.82,48.27
25,2_4,2o,46.82,32.94,20.24
26,3_K,1o,46.78,0.83,52.39
27,2_T,1o,46.75,2.05,51.2
28,2_8,1o,46.73,4.9,48.37
29,3_Q,1o,46.7,1.07,52.23
30,3_T,2o,46.69,1.98,51.33
31,3_J,1o,46.61,1.44,51.94
32,2_K,1o,46.59,0.88,52.53
33,2_6,2o,46.55,12.45,40.99
34,2_Q,1o,46.51,1.13,52.37
35,2_9,1o,46.5,3.14,50.36
36,3_9,2o,46.45,3.07,50.49
37,3_8,1o,46.43,4.9,48.67
38,2_J,1o,46.42,1.5,52.07
39,2_A,1o,46.4,0.62,52.98
40,3_A,2o,46.36,0.56,53.08
41,2_7,1o,46.29,7.89,45.82
42,3_T,1o,46.2,2.04,51.76
43,2_4,1o,46.15,33.45,20.4
44,3_4,2o,46.15,33.09,20.76
45,3_7,2o,46.06,7.72,46.22
46,2_8,1o,46.05,4.95,49.0
47,2_T,1o,46.01,2.1,51.89
48,2_6,1o,45.99,12.59,41.42
49,3_K,1o,45.98,0.85,53.17
50,3_9,1o,45.95,3.13,50.92
51,3_Q,1o,45.89,1.1,53.01
