,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,5_K,2o,75.47,2.78,21.76
1,2_5,2o,75.11,2.73,22.16
2,5_Q,2o,75.11,2.77,22.12
3,5_K,1o,75.0,2.9,22.09
4,5_T,2o,74.77,2.35,22.88
5,5_J,2o,74.76,2.75,22.48
6,2_5,1o,74.72,2.83,22.45
7,5_Q,1o,74.64,2.89,22.46
8,5_T,1o,74.29,2.47,23.23
9,5_J,1o,74.28,2.89,22.83
10,5_9,2o,73.82,2.25,23.93
11,3_5,2o,73.56,2.6,23.84
12,5_9,1o,73.31,2.39,24.3
13,3_5,1o,73.14,2.74,24.12
14,5_8,2o,72.4,2.14,25.46
15,4_5,2o,72.01,2.47,25.52
16,5_8,1o,71.87,2.3,25.83
17,4_5,1o,71.56,2.64,25.8
18,5_7,2o,71.34,2.05,26.61
19,5_K,sdifferent,71.1,2.67,26.23
20,2_5,sdifferent,70.87,2.62,26.51
21,5_7,1o,70.8,2.22,26.98
22,5_Q,sdifferent,70.77,2.66,26.57
23,5_T,sdifferent,70.46,2.28,27.26
24,5_J,sdifferent,70.45,2.65,26.9
25,5_6,2o,69.94,2.05,28.02
26,5_9,sdifferent,69.56,2.2,28.24
27,3_5,sdifferent,69.43,2.53,28.04
28,5_6,1o,69.35,2.23,28.41
29,2_3,2o,68.87,0.62,30.51
30,2_4,2o,68.71,0.59,30.69
31,2_3,1o,68.52,0.67,30.81
32,2_3,1o,68.5,0.65,30.84
33,2_4,1o,68.36,0.66,30.97
34,2_4,1o,68.34,0.63,31.03
35,2_3,ssame,68.29,0.71,30.99
36,5_8,sdifferent,68.25,2.12,29.63
37,2_4,ssame,68.14,0.7,31.16
38,4_5,sdifferent,67.98,2.44,29.57
39,3_4,2o,67.3,0.57,32.13
40,5_7,sdifferent,67.27,2.05,30.68
41,2_K,2o,67.24,0.55,32.22
42,2_7,2o,67.18,0.52,32.29
43,3_K,2o,67.11,0.52,32.38
44,4_K,2o,66.98,0.49,32.52
45,3_4,1o,66.92,0.64,32.44
46,2_Q,2o,66.92,0.53,32.55
47,3_4,1o,66.9,0.62,32.47
48,2_K,1o,66.85,0.58,32.57
49,3_8,2o,66.79,0.49,32.72
50,3_Q,2o,66.79,0.5,32.71
51,2_7,1o,66.79,0.56,32.65
52,3_K,1o,66.73,0.57,32.69
53,4_9,2o,66.69,0.48,32.83
54,4_Q,2o,66.67,0.48,32.85
55,2_K,1o,66.67,0.63,32.7
56,3_4,ssame,66.66,0.69,32.65
57,2_9,2o,66.65,0.52,32.83
58,2_7,1o,66.65,0.61,32.74
59,4_K,1o,66.62,0.56,32.82
60,2_J,2o,66.61,0.52,32.87
61,2_8,2o,66.59,0.51,32.9
62,3_K,1o,66.54,0.6,32.86
63,2_Q,1o,66.53,0.57,32.9
64,3_9,2o,66.53,0.49,32.99
65,3_J,2o,66.48,0.49,33.03
66,2_K,ssame,66.47,0.66,32.87
67,2_7,ssame,66.44,0.65,32.91
68,3_8,1o,66.41,0.55,33.04
69,3_Q,1o,66.41,0.56,33.03
70,4_K,1o,66.41,0.57,33.01
71,4_J,2o,66.35,0.47,33.18
72,3_K,ssame,66.35,0.65,33.0
73,2_Q,1o,66.34,0.62,33.04
74,4_9,1o,66.32,0.54,33.13
75,2_6,2o,66.31,0.54,33.15
76,4_Q,1o,66.3,0.55,33.16
77,2_9,1o,66.26,0.56,33.19
78,4_K,ssame,66.23,0.64,33.13
79,3_8,1o,66.23,0.58,33.19
80,3_Q,1o,66.22,0.59,33.2
81,2_J,1o,66.21,0.56,33.23
82,2_T,2o,66.21,0.52,33.27
