,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_3,2o,58.26,12.38,29.37
1,2_3,1o,57.88,12.53,29.58
2,2_3,1o,57.82,12.51,29.66
3,2_3,ssame,57.59,12.67,29.74
4,2_5,2o,55.45,12.48,32.07
5,2_3,sdifferent,55.02,11.48,33.5
6,2_5,1o,55.0,12.65,32.35
7,2_5,1o,54.95,12.62,32.44
8,2_5,ssame,54.64,12.79,32.57
9,3_5,2o,54.19,12.45,33.36
10,3_5,1o,53.7,12.61,33.69
11,3_5,1o,53.68,12.63,33.69
12,2_4,2o,53.6,24.8,21.6
13,3_5,ssame,53.32,12.78,33.9
14,2_4,1o,52.94,25.2,21.86
15,3_4,2o,52.85,24.65,22.5
16,2_5,sdifferent,52.36,11.58,36.07
17,3_4,1o,52.23,25.07,22.7
18,4_5,2o,51.95,24.34,23.71
19,4_5,1o,51.38,24.77,23.84
20,3_5,sdifferent,51.19,11.57,37.24
21,2_4,sdifferent,50.47,23.55,25.98
22,3_4,sdifferent,49.82,23.43,26.74
23,2_2,2o,49.49,3.12,47.4
24,2_2,1o,49.18,3.15,47.67
25,4_5,sdifferent,49.04,23.14,27.82
26,3_3,2o,48.54,2.55,48.91
27,3_3,1o,48.25,2.61,49.14
28,2_K,2o,47.06,0.76,52.17
29,2_Q,2o,46.98,1.0,52.01
30,2_J,2o,46.58,1.39,52.04
31,2_T,2o,46.56,1.97,51.47
32,2_K,1o,46.44,0.8,52.76
33,2_A,2o,46.43,0.55,53.02
34,3_K,2o,46.42,0.74,52.84
35,2_Q,1o,46.36,1.04,52.6
36,2_7,2o,46.35,7.73,45.92
37,3_Q,2o,46.34,0.98,52.68
38,2_9,2o,46.32,3.06,50.62
39,2_8,2o,46.26,4.8,48.93
40,2_J,1o,45.95,1.42,52.63
41,3_J,2o,45.94,1.36,52.7
42,2_T,1o,45.93,2.01,52.06
43,3_T,2o,45.92,1.95,52.13
44,3_8,2o,45.86,4.79,49.36
45,3_K,1o,45.85,0.79,53.36
46,2_A,1o,45.8,0.59,53.61
47,3_Q,1o,45.77,1.03,53.2
48,2_K,1o,45.75,0.85,53.4
49,2_7,1o,45.73,7.82,46.45
50,3_9,2o,45.68,3.03,51.29
51,2_9,1o,45.68,3.1,51.21
52,2_Q,1o,45.67,1.09,53.24
53,2_8,1o,45.63,4.86,49.5
54,3_A,2o,45.57,0.53,53.91
55,3_J,1o,45.36,1.42,53.23
56,3_T,1o,45.34,2.0,52.66
57,3_8,1o,45.28,4.86,49.85
58,2_T,1o,45.25,2.07,52.68
59,2_J,1o,45.25,1.48,53.27
60,2_7,1o,45.16,7.88,46.96
61,2_A,1o,45.11,0.63,54.26
62,3_K,1o,45.1,0.82,54.08
63,3_9,1o,45.09,3.1,51.81
64,2_8,1o,45.01,4.92,50.07
65,3_Q,1o,45.01,1.06,53.92
66,2_9,1o,45.0,3.16,51.84
67,3_A,1o,44.98,0.58,54.44
68,3_7,2o,44.96,7.71,47.33
69,3_J,1o,44.6,1.45,53.95
