,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,2_K,2o,76.53,1.64,21.83
1,2_Q,2o,76.18,1.62,22.2
2,2_K,1o,76.09,1.73,22.18
3,2_J,2o,75.83,1.61,22.56
4,2_Q,1o,75.72,1.72,22.55
5,2_7,2o,75.67,1.2,23.14
6,2_9,2o,75.61,1.6,22.79
7,2_T,2o,75.48,1.6,22.92
8,2_J,1o,75.37,1.72,22.92
9,2_8,2o,75.28,1.59,23.13
10,2_7,1o,75.19,1.3,23.52
11,2_9,1o,75.13,1.71,23.16
12,2_3,2o,75.11,1.53,23.36
13,2_T,1o,75.02,1.71,23.28
14,2_8,1o,74.79,1.7,23.51
15,2_4,2o,74.71,1.5,23.78
16,2_3,1o,74.7,1.63,23.67
17,2_5,2o,74.31,1.48,24.21
18,2_4,1o,74.29,1.62,24.09
19,2_6,2o,74.26,1.19,24.55
20,2_5,1o,73.87,1.6,24.52
21,2_6,1o,73.74,1.31,24.95
22,2_K,sdifferent,72.08,1.58,26.34
23,2_Q,sdifferent,71.75,1.57,26.68
24,2_J,sdifferent,71.43,1.56,27.01
25,2_7,sdifferent,71.27,1.18,27.55
26,2_9,sdifferent,71.22,1.55,27.23
27,2_T,sdifferent,71.12,1.55,27.33
28,2_8,sdifferent,70.92,1.54,27.54
29,2_3,sdifferent,70.82,1.51,27.67
30,2_4,sdifferent,70.44,1.49,28.07
31,2_5,sdifferent,70.07,1.47,28.46
32,2_6,sdifferent,69.95,1.2,28.85
33,3_K,2o,63.43,0.55,36.02
34,3_Q,2o,63.11,0.53,36.35
35,4_K,2o,63.07,0.52,36.4
36,3_K,1o,62.86,0.61,36.54
37,3_J,2o,62.8,0.52,36.68
38,3_K,1o,62.78,0.63,36.59
39,4_Q,2o,62.76,0.51,36.73
40,3_8,2o,62.69,0.51,36.8
41,3_9,2o,62.67,0.51,36.83
42,4_9,2o,62.62,0.49,36.88
43,3_Q,1o,62.54,0.59,36.87
44,3_T,2o,62.5,0.51,36.99
45,4_K,1o,62.49,0.59,36.92
46,3_Q,1o,62.45,0.62,36.93
47,4_J,2o,62.45,0.5,37.06
48,4_K,1o,62.41,0.6,36.98
49,5_Q,2o,62.4,0.49,37.11
50,3_K,ssame,62.39,0.69,36.92
51,3_J,1o,62.22,0.58,37.2
52,4_Q,1o,62.17,0.58,37.25
53,4_T,2o,62.14,0.48,37.38
54,3_J,1o,62.13,0.61,37.26
55,3_8,1o,62.11,0.56,37.33
56,5_T,2o,62.1,0.47,37.43
57,4_Q,1o,62.09,0.59,37.32
58,5_J,2o,62.09,0.47,37.44
59,3_9,1o,62.08,0.56,37.35
60,3_Q,ssame,62.06,0.68,37.26
61,4_9,1o,62.04,0.56,37.4
62,4_K,ssame,62.01,0.68,37.31
63,3_8,1o,62.0,0.6,37.4
64,3_9,1o,61.98,0.6,37.43
65,4_9,1o,61.94,0.58,37.48
66,3_T,1o,61.91,0.57,37.52
67,5_K,2o,61.89,1.33,36.78
68,4_J,1o,61.85,0.57,37.58
69,3_T,1o,61.82,0.6,37.58
70,5_Q,1o,61.8,0.57,37.63
71,4_J,1o,61.77,0.58,37.65
