,vs_Hand,type,Equity_%,Draws_%,Loses_%
0,6_J,2o,73.43,4.47,22.09
1,2_6,2o,72.98,5.06,21.95
2,6_J,1o,72.97,4.62,22.42
3,2_6,1o,72.49,5.19,22.31
4,6_T,2o,72.0,4.36,23.63
5,6_T,1o,71.52,4.53,23.96
6,3_6,2o,71.43,4.92,23.65
7,3_6,1o,70.91,5.08,24.0
8,6_9,2o,70.63,4.27,25.1
9,6_9,1o,70.1,4.44,25.45
10,4_6,2o,69.89,4.78,25.33
11,4_6,1o,69.34,4.97,25.69
12,6_8,2o,69.31,4.17,26.52
13,6_J,sdifferent,69.14,4.34,26.52
14,6_8,1o,68.75,4.36,26.89
15,2_6,sdifferent,68.74,4.87,26.39
16,5_6,2o,68.35,4.64,27.0
17,6_7,2o,68.31,4.07,27.61
18,6_T,sdifferent,67.82,4.26,27.92
19,5_6,1o,67.77,4.86,27.37
20,6_7,1o,67.72,4.28,28.0
21,3_6,sdifferent,67.3,4.77,27.93
22,2_3,2o,67.18,1.04,31.79
23,2_4,2o,66.97,1.01,32.02
24,2_5,2o,66.81,0.99,32.2
25,2_3,1o,66.75,1.09,32.15
26,2_3,1o,66.74,1.07,32.19
27,2_4,1o,66.55,1.08,32.37
28,6_9,sdifferent,66.53,4.18,29.29
29,2_4,1o,66.52,1.05,32.43
30,2_3,ssame,66.44,1.13,32.43
31,2_5,1o,66.4,1.07,32.53
32,2_5,1o,66.36,1.03,32.61
33,2_7,2o,66.24,0.96,32.8
34,2_4,ssame,66.23,1.12,32.66
35,2_5,ssame,66.07,1.11,32.82
36,4_6,sdifferent,65.86,4.67,29.47
37,2_7,1o,65.77,1.0,33.24
38,3_8,2o,65.75,0.93,33.32
39,2_7,1o,65.71,1.04,33.25
40,2_8,2o,65.6,0.95,33.45
41,3_4,2o,65.56,0.98,33.46
42,4_9,2o,65.55,0.91,33.55
43,2_J,2o,65.54,0.96,33.5
44,2_9,2o,65.53,0.95,33.53
45,2_T,2o,65.51,0.95,33.55
46,2_7,ssame,65.43,1.08,33.49
47,3_5,2o,65.4,0.97,33.63
48,5_T,2o,65.37,0.89,33.74
49,3_J,2o,65.36,0.93,33.71
50,3_9,2o,65.34,0.92,33.74
51,3_T,2o,65.32,0.92,33.76
52,6_8,sdifferent,65.3,4.1,30.6
53,3_8,1o,65.28,0.98,33.73
54,4_J,2o,65.23,0.9,33.86
55,3_8,1o,65.21,1.01,33.78
56,4_T,2o,65.2,0.89,33.91
57,2_8,1o,65.12,0.99,33.89
58,5_J,2o,65.11,0.89,34.0
59,3_4,1o,65.1,1.05,33.84
60,4_9,1o,65.09,0.97,33.93
61,3_4,1o,65.09,1.04,33.87
62,2_J,1o,65.06,0.99,33.95
63,2_8,1o,65.05,1.03,33.91
64,2_9,1o,65.04,0.98,33.97
65,2_T,1o,65.02,0.98,33.99
66,4_9,1o,65.0,0.99,34.01
67,3_7,2o,65.0,0.93,34.06
68,2_J,1o,64.98,1.04,33.98
69,2_9,1o,64.98,1.03,33.99
70,2_T,1o,64.96,1.03,34.01
71,3_5,1o,64.95,1.04,34.0
72,3_5,1o,64.93,1.02,34.05
73,3_8,ssame,64.93,1.07,34.0
74,5_T,1o,64.92,0.96,34.12
75,3_J,1o,64.88,0.98,34.13
76,3_9,1o,64.87,0.97,34.16
77,3_T,1o,64.85,0.97,34.18
78,5_T,1o,64.82,0.97,34.21
79,3_J,1o,64.79,1.01,34.2
80,3_9,1o,64.79,1.0,34.21
81,3_T,1o,64.77,1.0,34.23
82,4_J,1o,64.77,0.97,34.26
83,2_8,ssame,64.76,1.07,34.17
84,3_4,ssame,64.75,1.11,34.14
85,4_T,1o,64.73,0.96,34.3
86,4_9,ssame,64.73,1.06,34.21
87,2_J,ssame,64.68,1.08,34.24
88,2_9,ssame,64.68,1.07,34.25
89,5_J,1o,64.66,0.96,34.38
90,4_J,1o,64.66,0.99,34.35
91,2_T,ssame,64.66,1.07,34.27
92,4_T,1o,64.64,0.98,34.38
93,3_5,ssame,64.6,1.1,34.3
94,5_T,ssame,64.56,1.05,34.4
95,5_J,1o,64.54,0.97,34.49
96,3_7,1o,64.52,0.99,34.49
97,4_8,2o,64.52,0.91,34.57
98,3_9,ssame,64.5,1.06,34.44
99,3_J,ssame,64.5,1.07,34.43
100,3_T,ssame,64.48,1.06,34.46
101,3_7,1o,64.45,1.02,34.53
102,5_6,sdifferent,64.43,4.56,31.01
103,4_J,ssame,64.38,1.06,34.56
104,6_7,sdifferent,64.36,4.03,31.61
105,4_T,ssame,64.36,1.05,34.59
106,5_9,2o,64.33,0.89,34.78
107,5_J,ssame,64.27,1.05,34.68
108,3_7,ssame,64.14,1.07,34.79
109,4_8,1o,64.04,0.98,34.98
110,4_5,2o,64.0,0.95,35.06
111,4_8,1o,63.95,0.99,35.05
112,5_9,1o,63.85,0.97,35.18
113,4_7,2o,63.78,0.91,35.31
114,5_9,1o,63.75,0.97,35.27
